,SSOC,job_title,job_description,id,pred1,prob1,pred2,prob2,pred3,pred4,pred5
1026,42245,Customer Service Officer (Call center),"Deliver personalized service over the telephone to customers in call centre on banking products, accounts, and services enquiries in an effective and efficient manner. Ability to understand customers' needs and provide appropriate solutions and attention. Identify cross-sell opportunities during customer interaction. Consistently deliver excellent quality service to our customers to achieve total customer satisfaction. Solicit customers' feedback and identify problem trends for improvement actions.",1026,42245,oba': [1.0,42241, 5.928922e-11,42246,42243,42242
1027,12222,Korean BBQ Restaurant Sales & Marketing Director (Korean Speaking is a MUST),"[Roles & Responsibilities] ** This position is to work in a Korean BBQ restaurant premises ** ** Fluent in both spoken and written Korean, English and Japanese. Ability to converse in other languages is an advantage (e g : Chinese) Must be in Native level in terms of writing and speaking specially in Korean ** Able to mentor staffs to achieve excellent service for outlets and improve profit margin for the organization. Customize/incorporate Korean and Singapore digital content (e g.: emails, blogs, Instagram, facebook, youtube, etc.) into specific campaigns to drive engagement. Able to delegate task efficiently and fairly among employees. Responsible to ensure all inventories are well kept and organised. Responsible for employee's performance and discipline. Ensure safety and cleanliness in workplace. Promoting and marketing the business. Handling customer inquiries, complaints and ensure smooth daily operation. Ensure to achieve monthly sales set targets. Liaising with customers, employees, suppliers, licensing authorities, and sales representatives to improve business operation and Korean restaurant development. [Job Requirements]* Bachelor's degree in Business Administration and Marketing.* Fluent in both spoken and written Korean, English and Japanese. Ability to converse in other languages is an advantage (e g : Chinese) Must be in Native level in terms of writing and speaking specially in Korean.* Minimum 15 years' experience in Marketing, Sales or Customer service experience at least 3 years managerial experience. * Minimum 3 years restaurant working experience is required. * The candidate must be in Singapore physically now. * Fully understand Korean culture and food. * Preferred people who completed related in korean and Japanese food course. * Knowledge in social media & digital marketing.* Excellent communication and able to present to stakeholders.* Creative and great team player.* Fantastic verbal communication skills.* The ability to work in a fast-paced environment.* Strong management and leadership skills. * Must be able to work during weekend.",1027,14121,oba': [1.0,34341, 6.97094e-14,11201,14391,14201
1028,35123,Senior IT Analyst (Support Acquisitions System),"Ensure all the applications systems remain in good working order.Support new application systems when they become operational.Respond to production emergencies in a timely manner based on given Service Levels. This includes bringing up the server (in a crash) or system processes, fixing problems or finding workarounds.Perform routine checks and to escalate to the Project Manager any anomaly detected. Show the initiative to alert and conduct troubleshooting together with other system engineers, database administrator (DBA) and outsourced vendors.Committed to meet the Service Level Agreement (SLA) timelines.Follow through every issue / problem till closure and complete the necessary documentation as required.Assist users and answer queries regarding the supported operational systems.Interact with the helpdesk agents, end-users and external vendors during application support and problem resolution.Be on standby support on weekends / public holidays. In the event of scheduled downtime or during a crash, the Candidate is required to be in office during off-office-hours to support the systems.Besides application support, make some code changes/ enhancements that arise from service requests. The Candidate shall follow the given technical standards and update the necessary documentation.Report to the Project Manager the tracking and management of the project timelines and resources that he/she has been assigned to undertake.Understudy and undertake the development of new applications and maintenance of any existing systems as assigned by Project Manager.Work independently with minimum supervision. Also work effectively as a team member among the system support and application development teams.",1028,35123,0.98314637,35121, 0.014493259,13304,25111,25122
1029,21422,Site Engineer / Structural Engineer / Project Engineer (Construction),"Our client, an A1 Main Contractor is lookin for a Site Engineer (Structural) Duties & Responsibilities: To assist Senior Engineer on site. Overseeing project quality plans. Coordinating with site team. To liaise with consultants & clients. Handle any other ad-hoc duties and tasks assigned. Requirements: Minimum Degree in Civil/ Structural Engineering. Min 1 year of working experience in construction. Experience in structural steel works or precast RC works. Software knowledge: CAD, MS Project. Able to work independently, proactive and self-motivated. For interested applicants, please apply online or send your resume in WORD format to phuong@persolsg com.Thank you for your application but we regret that only shortlisted candidates will be notified.PERSOLKELLY Singapore Pte Ltd | EA License Number 01C4394 | RCB Number 200007268E.Pham Ngoc Ha Phuong | EA Registration Number: R1440058.",1029,21421,[0.6246959,21422, 0.3753038,31001,71000,24213
1030,21521,1723-Cad-Cam Engineer [ Autocad/ NX/ UG/ Drawings/ CNC 3 and 5 Axis Machining],"Read and interpret blueprints, sketches, drawings, routing instructions, manuals, and specifications. Understand GD&T and apply it during the programming process. Use of CAD to create part models and geometry as needed. Use of CAM programming on multi-axis mill-turn machines. Use of CGTech Vericut for NC file verification prior to manufacturing release. Determine optimal tooling and cutting parameters based on material and setup. Understand and implement work holding for manufacturing processes. Plan and execute manufacturing processes individually or as a team. Work individually or as a team on continuous improvement efforts. Provide Engineering and Management information that affects part quality or schedule. Maintain revision and quality control on programs, tool sheets, and setup documentation.",1030,21442,[0.5679077,21472, 0.10141786,21441,21521,25121
1031,22200,Staff Nurse ( Diagnostic Radiology ),You will be an integral part of the team to provide nursing care to acute patients of restructured hospital. Job Requirement: Staggered office hours.5 days. Able to do On-call duty after office hours. Singaporeans only. Minimum Diploma in Nursing. Comfortable with wearing lab apron weighing approximately 5kg during work. Registered with the Singapore Nursing Board. No relevant Experience required. Check out http://abercare sg/jobs-vacancies/ for detail. Interested applicant please email your detailed resume to career@abercare sg or contact us at +65 6721 9231. Abercare sg | Germaine Er Si Ying | R1875721 | EA License Number 18C9070.,1031,22200,0.99998426,32200, 1.5770074e-05,13430,41101,42243
1032,94101,Vegetarian Restaurant Kitchen Assistant,Vegetarian chinese restaurant looking for full time kitchen assistant. Able to maintain high standards of hygiene. Able to work on weekends & public holidays. Job responsibilities: To prepare food for chefs. Keep food preparation area and equipment clean. Cutting of ingredients. Perform other related tasks when assigned.,1032,94101,oba': [1.0,34341, 1.3790785e-10,34342,51311,51201
1033,21661,Graphic Designer,"SIGN Graphic Designer / Production. You are everything that makes a good design cool. You are quirky. You are a perfectionist. You are constantly looking for that type of job that fills your mind with ideas. You deserve the title.Best Graphic Designer. You value the impact you can have on a team of people and take great pride in putting in your share of work to see big things happen. You have proficient no. EXCELLENT computer skills (email, documents, preparing presentations) You are a people person no really, you actually LIKE talking to people we know this is not normal for Graphic Designers, but it is a MUST for our workplace. You enjoy a work environment that is fast-paced, fun every day and filled with over-the-top personalities that are ecstatic to make their clients happy. You are looking for a place where you don't feel limited, where you can come up with weird ideas and get the approval to test them out. You like to dress professionally, but are proud of your mohawk too! What does a Sign Graphics Designer/Production position do?We are known for two things around here. First is our never-ending desire to make our customers happy. Second is our award-winning, business-altering, cityscape-changing sign project. The graphic designer is one of the most important parts of our success! . We need talented graphic designers to keep our workload ahead of schedule and ensure top-of-the-line quality sign projects for our customers. You are the creative part of our equation. Knowledge of the sign industry is not required at all, but experience with Adobe Creative Suite is a must. We need someone who has actual work experience with these software programs, and not someone who has watched a few online tutorials. No offense to those of you looking to improve your skills but we need an Illustrator Warrior! . Signarama CBD provides graphics and signage of all kinds directly to local businesses (large and small) and often for communities, schools, and other industries. The truth is, we like that our industry is a bit mysterious that is part of our success! . To be very honest, we are REALLY BUSY. Our customers deserve the best, and we recognize that we need an additional team player to help us get back to them promptly and efficiently. Are you that person? We are looking for someone with the following skills: Excellent design software skills (Adobe Creative Suite, specifically Photoshop and Illustrator) The ability to actually listen to what customers say they want (even though you will strive to show them why your ideas rock even more) Fanatic customer service skills, we support our families by keeping our customers smiling and yes we even need our graphic designers to act this way. Time management is a must. We will be counting on you every day. The promptness with your schedule. Arriving late would throw us all off. You must thrive in a team environment. We are picky and we are all wacky but we work extraordinarily well together.",1033,21661,[0.9999927,21662, 7.0363594e-06,34323,21664,26413
1034,25122,iOS developer,"Understand the architecture and technical design of the ecosystem. Translate requirements and UI design to efficient and reusable Swift code. Improve the existing codebase with better architectural solutions and better process. Take ownership and responsibility of product deliverables, direct and deliver to committed project timelines. Deliver projects/tasks on-time and specification with an appropriate level of quality.",1034,25122,oba': [1.0,25121, 4.1319698e-08,25113,25299,33224
1035,21499,Urgent: Traffic Engineer,"Responsible for various stages in road design, viaduct &  underpass design, traffic diversion schemes, stakeholder management.& authority liaison, tender and contract documents, tender evaluation report, progress report and technical report. Responsible for various stages in highway and road design, cost estimation, preparation of specification, tender and contract documents,  tender evaluation report, progress report, technical report and authority liaison. Design highway and road alignments according to different standards and requirements by using Autodesk AutoCAD Civil 3D and.Bentley MxRoad. Experienced in preliminary and detailed design of various types of interchanges including trumpet interchange, diamond interchange,  modified cloverleaf interchange and directional ramps. Preparation of Traffic Management Plan (TMP) for road widening and viaduct construction project. Review and coordinate with bridge and drainage design. Develop technical designs of roadworks and highways, traffic diversion schemes and delivery models according to different standards and requirements. Planning and supervising projects. Preparation of tender documents and proposals. Preparation of Traffic Management Plan for road widening and viaduct construction project. Stakeholder management & liaising with different authorities. Responsible for cost estimation, preparation of specification,  tender and contract documents, tender evaluation report, progress report and technical report.",1035,21499,oba': [1.0,21494, 4.9729778e-12,21421,21493,21413
1036,33231,Assistant Buyer / Buyer,"Execute full set of purchasing process (Sourcing, RFQ, negotiation, shipping and follow up on deliveries) Review and purchase materials, components and equipment as drive by MRP. Review and expedite with vendor on shortage materials and vice versa. Coordinate with supply chain planning and suppliers to ensure on-time delivery of materials/ components in order to meet production schedule. Responsible for inventory management review and execute stocking rules preset by management periodically. Liaising with logistics company for shipment arrangement, shipment status and custom declaration. Managing suppliers to meet objectives in area of quality, delivery fulfilment and inventory control. Responsible for documentation on purchasing activities (Vendor code set up, Purchasing Database maintenance, matching and submission of PO/DN/invoice to Finance) Handling of RMA/NCT units to suppliers. Update weekly/monthly reports timely. Ad-hoc duties assigned. Able to prioritize work based on urgency.",1036,33231,oba': [1.0,33232, 4.163089e-09,33461,33222,33221
1037,72310,Vehicle Automotive Mechanic,"Learn and understand range of services and brands that are offered at our workshop, including tyres, rims, battery, engine oil, car grooming, brakes system etc. Engage in learning opportunities to update job knowledge and technical skills. Learn to use workshop equipment and tools as instructed including impact wrench, torque wrench, tyre changer, wheel balancer, orbital polisher, wheel alignment equipment. Complete vehicle maintenance and repair works on vehicles, such as performing oil changes, flushing and replacing fluids, brakes, tyres and vehicle spare parts. Manage inventory including arrangement of goods and stock take. Ensure that stocks that are acquired first are sold off first. Work with service advisor and other mechanics to diagnose and repair the mechanical and electrical components of vehicles. To learn how to listen to customer concerns and communicate effectively and in a professional manner to explain repairs works. To learn how to use advanced diagnostics systems and work with vehicle electronics.",1037,72310,0.99995685,72391, 3.38758e-05,31212,21472,72340
1038,24232,Recruitment Consultant,"Responsibilities: Screening candidates and drawing up shortlists of candidates for clients to interview. Negotiating contracts. Interviewing and assessing prospective applicants and matching them with vacancies at client companies. Organising interviews and selection events. Making arrangements for the advertisement of vacancies. Helping applicants to prepare for interviews. Building relationships with clients. Applicants who possess relevant experience for the above responsibilities are most welcome to apply. If you do not possess the above experience, your application will still be considered on individual merits and you may be contacted for other opportunities. **We regret to inform that only shortlisted candidates would be notified. ** We wish you all the best in your career search.",1038,24232,oba': [1.0,24212, 1.4579223e-11,24231,24213,24211
1039,51422,Manicurist/Henna Tattoo Artist,"Answer phone calls, schedule appointments, handle pricing enquiries Aid front desk with reception, receive and direct clients Manage salon inventory, balance and audit all reported daily revenues Handle clients' concerns and questions professionally and courteously Perform preparation work and properly clean and sanitize all equipment and workplace Perform assigned services within appropriate time allotted for the particular service Proven work experience as manicurist and henna tattoo artist Expertise in gel nail techniques and meticulous with intricate details Knowledge of cosmetology trends Understanding of sanitation and sterilization standards Good communicative and interpersonal skills (Japanese proficiency an added advantage) Certification in Cosmetology/Nail Art.",1039,51422,[0.8818616,51419, 0.10327054,51491,42241,51421
1040,83321,Tipper Lorry Driver,"Roles and Responsibilities: Transport of material (soil and sand) from one site to another site. Handle, drive, control truck in a safe, considerate manner. Keep truck clean and in good working order. Perform other related duties and responsibility as assigned by supervisor. Requirements: Possess a valid Class 4 driving licence. Able to work in construction environment.",1040,83321,0.69924027,83329, 0.13117827,83323,83324,83322
1041,83321,DRIVERS,"Wholesale of frozen meats and seafoods. Loading, transporting, and delivering items. Perform deliveries to hotels and restaurants. Any other ad-hoc duties as assigned by the logistics supervisor or operation manager. Full time driver - Class 3 license ( lorry ) Physically strong and hardworking.5 days.",1041,83229,0.99814796,83321, 0.0014385444,83329,83223,83224
1042,36910,Academic Tutors,"Enjoy teaching and working with pupils to bring out the best in them academically? Looking to teach in a dynamic work environment with flexible work hours? Job Description. Conduct classes for English, Mathematics and Science at Primary levels (Both online and/or physical classes) Complement current curriculum to deliver effective online lessons. Bachelor's degree. Post-graduate Diploma in Education. Experienced tutors may be considered. Passionate about teaching and is able to make learning engaging. Have sound pedagogical and knowledge content. Confident and fluent in written and spoken English. Working laptop or tablet. Be able to conduct class from office or home, on weekdays and/or weekends. Stable Wi-fi connection (for online classes) IT proficient and able to at least resolve simple problems with computer or notebooks, install apps and manage phone or tablet settings. Rate: $35 - $50 per hour. Training to teach using our online platform will be provided. * Please note that only shortlisted candidates will be contacted for an interview.",1042,36910,oba': [1.0,53120, 1.1946677e-22,36202,36100,36201
1043,25111,JAVA Systems Analyst - Contract = 12 months ,"This is a 12 months contract role assigned to our client. Work Location : Novena (possible to relocate to Jurong East) Max Salary : $7,300. At least 6 years of web-based enterprise application development experience using. Java Technologies. Working experience in Object Oriented Analysis and Design. Java programming experience in one or more environments Windows, Unix(Solaris) and. Proficiency in the following: Java Enterprise Edition or Spring or equivalent. Development of Web-based applications using UI framework such as Angular/AngularJS, . JQuery, Struts or equivalent. Development of application using Persistence framework such as Hibernate, JPA or equivalent. Development of Web services, Restful services or equivalent. Relational Databases like DB2, SQL Server, Oracle. Using tools for testing. IDE such as Eclipse, JDeveloper, Netbeans or equivalent.Spring framework. Working experience in using the following: Application Servers like Websphere, Weblogic or equivalent. Webserver like Apache Webserver, Microsoft IIS or equivalent. Able to work independently in gathering requirements from users, translating them into system specifications, designing, testing, implementing, maintaining application systems.",1043,25140,0.99996865,25111, 2.310848e-05,21231,25122,25121
1044,42241,Receptionist cum Admin Assistant,"Daily administration of the front desk duties. Answer all incoming calls and relaying specific enquiries to the respective personnel. Ordering of office stationeries, pantry supplies, daily staffs' lunch etc. Topping up pantry items on a regular basis. Handle courier services, collecting and distribution of inter-company mails. Daily franking postage of outgoing mails. Maintain cleanliness at the reception area. Oversee general administation duties. Provide general administrative and clerical support to Human Resource / Admin Manager.",1044,42241,0.99999666,42243, 3.3312053e-06,42245,42242,41101
1045,21494,Quantity Surveyor,"Communicate with suppliers / contractors / consultants / clients during project duration. Preparation of tender documents, cost planning, budget estimates, taking off and progress claims. Pre- & Post-Contracts administration and control. Taking-off quantities for tendering. Documents preparation for sourcing quotations. Responsible for pre-tender estimate, preparation of tender documents. Conducting tender exercises including selection of bidders, tender documentation, evaluation of tender submission and award of contract. Responsible for claims, variation orders, budgets & cost control and settlement of final account as well as maintaining project documentations.",1045,21494,oba': [1.0,21651, 1.2328075e-36,21498,21414,41101
1046,24134,Treasury Manager ,"Off Balance Sheet Funding. UPAS Lines. Increasing the Ratio of Clean Funding lines. Increase Non-Cash funding (FI lines) to 20 million. Securitization Line of 150 million USD. Ensuring D-0 turnaround of all financing documents. Reduction of working capital cycle times & usage of new and efficient financing instruments. Set up a mechanism to review and reporting Banking charges & Interest Rates. Ensure Reducing COF from banks by 10% Ensure 100% compliance to all bank lines covenants. Ensure 100% compliance to ethical banking practices, restricted trade practices and other compliance requirements of all the banks. Review Weekly Cash flow planning and reporting prepared by the team and propose necessary decisions to the management. Ensure complete compliance and regular reporting of BBR facilities and sustainability linked FMO facility reporting.",1046,24134,[0.9964226,24111, 0.0013268698,24131,24121,24132
1047,25122,Android Developer,"Design the architecture and technical blueprint of the ecosystem. Translate requirements and UI design to efficient and reusable Java/Kotlin code. Improve the existing codebase with better architectural solutions and better process. Take ownership and responsibility of product deliverables, direct and deliver to committed project timelines. Deliver projects/tasks on-time and specification with an appropriate level of quality.",1047,25122,0.99999905,25121, 9.900078e-07,25113,25299,25111
1048,21222,Senior Data Scientist,"Newly Created Role. Great Working Environment. Implementing various machine learning techniques for various security related projects. Helping the internal teams on performance improvements and creating algorithms. Working on large sets of data and participating in data exploration activities to make sure proper data usage is done. Being a subject matter expertise in deep learning techniques. Working with cross-functional teams to gather requirements, understand business processes and conduct data cleansing in order to enable data visualisation to technical stakeholders.",1048,21222,0.99879706,21231, 0.0012003848,21221,25212,21211
1049,21421,Civil & Structural Engineer,"Minimum 5 years of local work experience with strong technical knowledge. Possess planning, organizational and supervison skills and able to meet demanding work schedules. Knowledge of CAD and BIM an added advantage. Invite applicants to send resume to esther@suncity com sg with starting availability and expected remuneration.",1049,21421, [0.746739,21422, 0.25325957,21430,21441,21499
1050,21411,Senior Manufacturing Engineer (Wire Hardness / Box-Build / Cable Assemblies),"Lead of production team and responsible for the whole production process to ensure that the production meet the requirement. Responsible for driving and leading continuous improvement activities to improve yield, productivity and product cycle time. Provide mentoring and coaching to the whole team of assemblers by transferring knowledge and developing skills to improve their job performance. Provides manufacturing decision-making information by calculating production, labor, and material costs reviewing production schedules estimating future requirements. Perform troubleshooting and solve technical problems to meet performance and quality requirements. Liaise with customer on product requirement and attend customer complaint / issue. Liaise with 3rd party equipment calibration vendor. Create and submit First Article Report to customer. Create WI / SOP / ECN-ECR. Generate and close Material Order (MO) Plan production schedule and OT. Do BOM comparison. Liaise with China counterpart on quality issue. Ensure GDP on production related documentation.",1050,21415,0.43418497,21411, 0.293752,21412,21413,21414
1051,14121,RESTAURANT MANAGER #SGUnitedJobs,"Take responsibility for the business performance of the restaurant. Plan and analyse restaurant sales levels and profitability. Prepare reports at the end of the shift/week. Create and execute plans for staff development. Accountable for labour and F&B costing matters, including inventory control and conducting bi-monthly stock. Handle staff disciplinary issues, conducting performance reviews and confirmation of staff. Provide effective leadership to the F&B team to ensure targets are met. Constantly review, evaluate operations/procedures and suggest improvements to the management. Coordinate the entire operations of the restaurant during scheduled shifts. Perform banking duties. Maintain high standards of quality control, hygiene, and health and safety. Ensure strict compliance by all service and kitchen staff to Company's standard operating procedures. Any other appropriate duties and responsibilities as assigned.",1051,14121,oba': [1.0,51311, 7.323206e-20,14201,34341,12191
1052,35123,IT Support Analyst,"Deliver IT services to internal customers in Singapore and not limited to SEA & Taiwan Countries. Provide support to Manufacturing, Clean Room, Lab, Office and Warehouse Support. To protect the company's data, tools and information systems. Understand and enforces company's infrastructure architecture standards and policies to maximize efficiency and support platform compatibility. Monitor data center, applications, equipment for uninterrupted IT services. Collaborate with Global Infrastructure, application and security to implement company standards as needed. Maintain system documentation, IT Inventory and change control logs. Ensuring new hire are provided with the required hardware on time before the new hire on board. Diagnosing PC / Hardware faults and supply solutions as required. Assisting in the updates of software patching as required e g. Anti-virus and Windows Server Updates. Work with vendors and deliver scope of work or agreement. Keeping system documentation up to date including hardware/equipment assignment listing and mobile listing. Assisting technical staff in the event of Major incident or critical system failures. Assisting employees with software and hardware issues e g. Microsoft Office, printers, mobile and other business applications. Contribute to and follow global IT standards, IT security and procedures. Work with regional and local IT Teams on global and local IT projects. Assist to provide the Annual Operating Plan for the next year IT Expenses. (Who will get replacement Laptop that due after 4 years & 5 years for Desktop) Purchasing computers and peripheral from IT Suppliers. Occasional travel to the other branches as required. Will need to be on call during non-office hours to support 24 x 5 and alternate Saturday production line. Other duties as assigned.",1052,35123,[0.9969311,35121, 0.0030619279,13304,25122,25111
1053,51201,Student Care Cook,Roles & Responsibilities. Hiring Part-Time Cook/Cleaner. Work in a friendly environment. Most suitable if you like to be around children. Have patience and good hygiene. Be responsible.,1053,51312,[0.6353983,51201, 0.35769185,51311,94101,53115
1054,25232,"Network Specialist/Engineer (with BGP, OSPF experience)","Job Description. Basic understanding of networking. Understanding on Routing and supporting protocols (OSPF, BGP, RIP) Basic understanding of network security. Basic understanding of Firewall. Hands on Checkpoint, Juniper (SSG/SRX), Palo Alto. Troubleshooting skilld in network (router and firewall) Problem solving skills. Communication skills.",1054,25232, [0.999997,25220, 2.9949579e-06,25231,35121,35123
1055,24212,Business Analyst,Design and develop e-commerce and business intelligence solutions from scratch using the latest technologies. Build the foundation of a global e-commerce infrastructure with a conversion-focused webshop and customer-centric CRM at its core. Collect business requirements and translate them into digital solutions. Own the solution design and development from end-to-end or liaise with other teams within the organization to get things done. Operate and maintain our digital solutions.,1055,24212,oba': [1.0,33221, 5.363968e-35,24213,24232,24131
1056,43112,Accounts Cum Admin Assistant (Bukit Merah/ 5.5days/ $2200),"Handling AR and AP matters - Updates of transactions (Receipts, Payments and Purchases Invoices) into accounting software. Assist in shipment processing. Sales Invoicing, Consignment Billing. Checking and filing of Accounting Documents in a timely and accurate manner. Assist in month-end closing of accounts & GST Reconciliation. Preparation of Bank Reconciliation, Audit Schedules and other reconciliations. To support day to day operation of the team. Perform general administrative support. Any other ad-hoc duties as assigned.",1056,43112,[0.9999995,43115, 4.807774e-07,43111,41101,43114
1057,14121,Restaurant Manager,We are looking for a Restaurant Manager of Korean BBQ. Job Description as below: Train the Gilling skills to waitress/waiter. Gill BBQ for customers. Manage reservations & table arrangement. Manage working schedules of waiter/waitress. Report the daily sales to Director. Order goods for housekeeping. Collect purchase invoices and record them in the system. Educate the internal rules to waiter/waitress. Research Korean F&B trend and share the idea how to localize (weekly meeting) Keep restaurants neat and tidy. Highly prefer Korean speaker. Ad-hoc duties. Related experiences would be advantage.,1057,14121,oba': [1.0,14201, 4.536128e-22,51311,12241,34341
1058,25232,Network Consulting Engineer,"Cisco Customer Experience Graduate Program (Network Consulting Engineer Track) What You'll Do: You will be part of our Cisco Customer Experience Graduate Program (CXGP), a program for young talent aspiring to make a difference to the way organizations adopt and leverage on technology to drive businesses of tomorrow. For the first part of the program, you will be learning about the latest Cisco technologies, and how to engage with Cisco's stakeholders, including our different internal teams, customers and ecosystem partners. In the second part of the program, you will further develop your skills through an On-the-Job Experience with our Customer Experience (CX) organization. The program will allow you to experiment and work with Cisco's latest technology and techniques to help our customer solve their challenges and achieve their business outcomes. The program will also encourage you to pursue industry-standard certifications, be assessed and coached through simulations and on-the-job activities. You will be empowered to bring out the best in yourself and the team you work with. Upon graduating from the program, you will transition into the Engineer in CX, where you will ultimately accelerate your career within Cisco. You will work with our key customers to design, implement, automate and support Cisco solutions. You will get to collaborate with different stakeholders to help our customers transform their legacy infrastructure to meet the needs of their Digital business of the future. Who You'll Work With: You will train alongside talented individuals, like yourself, from different countries and diverse background through classroom or virtual training sessions. You will learn from top experts and coaches, and have your own mentor to guide you through your first year. With a strong Cisco team committed to your success, you will gain hands-on education and experience to equip you with the necessary skills to excel in your career. Who You Are:Technology enthusiast, who enjoys talking about innovation and always keeps up with the latest technology news. A strong communicator with the confidence to engage and talk to a wide range of people. Willing and able present your ideas in front of an audience. View team collaboration as instrumental to achieving success. Enjoy looking at practical real life challenges and thinking creatively to solve them. What You Need To Be Eligible:Graduate by the start date of the program, 2nd August 2021. Recent graduate or on your final year of studies toward a bachelor's or master's degree in a technical field (e g., networking, computer science, IT, engineering) (Not more than 2 years from Graduation Date upon start of the program) Working knowledge and experience in Linux and programming languages like Python, Java, JavaScript etc. Minimum of 3.0 GPA or higher. Strong communication and collaboration skills with a passion for solving problems. Excellent organization and time management skills. Fluent in English and official language(s) of the country you are applying for. Passion for networking, IT or computer science, knowledge of technologies. Strong analytical skills and an interest to solve technical problems. Ability to work as a team member in a cross-functional, matrix environment. Why Cisco? #WeAreCisco, where each person is unique, but we bring our talents to work as a team and make a difference powering an inclusive future for all. We embrace digital, and help our customers implement change in their digital businesses. Some may think we're old. (36 years strong) and only about hardware, but we're also a software company. And a security company. We even invented an intuitive network that adapts, predicts, learns and protects. No other company can do what we do you can't put us in a box! But.Digital Transformation is an empty buzz phrase without a culture that allows for innovation, creativity, and yes, even failure (if you learn from it.) Day to day, we focus on the give and take. We give our best, give our egos a break, and give of ourselves (because giving back is built into our DNA.) We take accountability, bold steps, and take difference to heart. Because without diversity of thought and a dedication to equality for all, there is no moving forward. So, you have colorful hair? Don't care. Tattoos? Show off your ink. Like polka dots? That's cool. Pop culture geek? Many of us are. Passion for technology and world changing? Be you, with us!.",1058,25232,0.99999404,25231, 3.2148828e-06,25220,25291,35121
1059,24362,"Shipbroker, Bulk Chartering","Maersk Broker Bulk Chartering Asia Limited are seeking experienced shipbrokers to expand the Chartering Team. The tasks involve both day-to-day and project oriented business. We seek dynamic shipping professional who thrives in a busy environment characterized by excellent team spirit as well as focus on individual performance. The position requires: - Strong personal drive, loyalty and initiative - An outgoing, adaptable and self-motivating personality - A high energy level - A desire to provide top-class service - Commercial flair and good communication skills are absolute necessities The preferred candidates should have a minimum of 3 years' relevant shipbroking experience within the bulk chartering business. All candidates should be fluent in both oral and written English. If you have the passion needed to work for one of the world's largest international shipbroking companies, please do not hesitate to apply now.",1059,24362,[0.8872245,24353, 0.0508793,24160,24151,24352
1060,25122,Web Application Developer,"Duties/Responsibilities: Drive development across multiple products and projects for web and mobile applications. Involved in the entire SDLC requirements gathering, design, development, testing, deployment and support. Maintain and enhance existing web/mobile applications. Requirement, Technical Skills: Experience in development using any programming language (e g. PHP, Python) Experience in building responsive user interfaces for Web and Mobile using HTML5, CSS3, and JavaScript. Knowledge of web services (REST, SOAP etc.) would be an advantage. Experience in any ERP (e g. SAP, Navision) would be an additional advantage. Experience in mobile development (e g. Android, iOS, Hybrid) would be an advantage. Good attitude, willing to learn and team player.",1060,25122,[0.9999739,25121, 2.6165404e-05,25113,25140,25299
1061,51312,Service Crew,"Wecome guests and provide screening to customer. Take and serve orders to table accurately and promptly. Introduce products / specials to guests. Ensure sufficient inventory for take-aways and packaging. Attend to tables, guaranttee and compliance to cleanliness standards of work area and restaurant (sweeping, mopping, cleaning, etc) Receive reservation via phone calls. Complete any ad-hoc duties as assigned. 0-3 years experience in customer service / F&B related field. Able to work on weekends & PH. Good team player.",1061,51312,oba': [1.0,51311, 2.6670346e-10,51322,52302,42241
1062,12132,"#SGUnitedJobs Senior Officer/Assistant Head (Strategic Planning and Partnerships), AI3",Assist in strategic planning for AI and Data Analytics for the whole of A*STAR.Assist in formulating plans/strategies to help achieve the National AI Strategy outcomes.Work closely in partnership with the National AI Office and other public agencies.Coordinate the implementation of the plans.Monitor and track projects/programmes.,1062,12132, [0.646464,24213, 0.18839991,11201,24211,13230
1063,25241,Network Security Specialist,Review firewall request based on HIM-ISP. Implement approved firewall rules requested. Enhance Firewall and perimeter devices log and monitoring. Improve team operation and leverage for automation. Set as sample and lead junior engineer for any technical issue. Maintain system stability and availability. Give accurate risk assessment pertaining to any rule changes. Perform firewall rule clean-up.,1063,25232,[0.9904702,25241, 0.009307711,25231,25220,35121
1064,21473,7104-Service Engineer [Marine Automation/ 5 days/ West/ Vessel Repair/ Urgent],"Attractive Salary Package. Company Benefits provided. Career Progression Opportunities! Interested applicants can send your resume to supreme cyred@gmail com and allow our Consultants to match you with our Clients. No Charges will be incurred by Candidates for any service rendered. Responsibilities : Conduct inspection, trouble shooting and complete maintenance of ship's main engine remote control system and navigation equipment. Familiar with ship owners and shipyards working procedures and environment. Frequent travelling is required for this position. Requirements : Diploma/ Degree in Electrical Engineering. Sound knowledge in pneumatics / electrical control engineering. At least 2 years hands on experience in Marine Automation. Able to work at irregular hours onboard vessel.",1064,21473,[0.9797563,21441, 0.01664413,21413,21511,24213
1065,24213,Senior Project Manager,Manages project schdeule with main-con and sub-contractors. Liaise with quantity surveyors on progress claim submission(s) and certification with client(s) and sub-contractors. Arranges for necessary inspections and site walks. Meetings to update on project progress internally and with main-con. Ensure project does not over run on budget. Experience in Structural Steel in Construction Management Needed.,1065,24213,oba': [1.0,24212, 1.0469154e-24,13230,24211,13302
